name,release_date,english,developer,publisher,platforms,required_age,categories,genres,tags,achievements,average_playtime,price,short_description,estimated_sells,rating
Medal of Honor: Airborne,2009-10-06,1,EA Los Angeles,Electronic Arts,windows,0,Single-player;Multi-player,Action,Action;World War II;FPS,0,28,9.99,"Step into the boots of Boyd Travers, Private First Class of the “All-American” 82nd Airborne Division, and revolutionize the way the war is fought. From a rocky beginning in Sicily to war winning triumphs in the heart of Germany, fight the epic WWII battles that turned America’s first paratroopers into combat legends.",172694,Mostly Positive
Metal Fatigue,2018-07-31,1,Zono,Nightdive Studios,windows,0,Single-player;Local Multi-Player;Steam Cloud,Strategy,Strategy;RTS;Mechs,0,0,4.79,"Metal Fatigue is a real-time strategy game taking the genre to new heights - literally. Build and customize your massive Combots to dominate the three battlefield levels simultaneously - from orbit, to the surface, and even underground!",4256,Very Positive
The Incredible Adventures of Van Helsing,2013-05-22,1,NeocoreGames,NeocoreGames,windows,0,Single-player;Multi-player;Co-op;Cross-Platform Multiplayer;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud;Stats;Steam Leaderboards,Action;Adventure;Indie;RPG,RPG;Hack and Slash;Action RPG,95,572,10.99,"Put on your wide-brimmed hat, grab your weapons and embark on an incredible adventure in the gothic-noir world of Borgovia, where mad science threatens the fragile peace between monster and mortal.",478503,Positive
The Guild II,2010-06-24,1,4 Head Studios,THQ Nordic,windows,0,Single-player,Simulation;Strategy,Simulation;Strategy;Medieval,0,1014,8.99,"The Guild 2 is the shining successor of the ultra successful medieval life sim, Europe 1400. The Guild 2 is a unique mixture of RPG and life simulation in an immersive middle ages scenario. The player and his party become part of history and can even change it in real-time. Go back to the dark middle ages and found a new dynasty!",45899,Mixed
Breath of Death VII,2011-07-13,1,Zeboyd Games,Zeboyd Games,windows,0,Single-player;Full controller support,RPG;Indie,RPG;Indie;JRPG,0,30,0.0,"Resurrect the classic era of RPGs with the retro parody RPG, Breath of Death VII: The Beginning. Join Dem the Skeleton Knight, Sara the ghost historian, Lita the vampire techie, and Erik the zombie prince as they explore an undead world in search of the secrets of the past. Laugh! Cry! Laugh some more!",93299,Positive
Summer Funland,2018-02-01,1,Monad Rock,Monad Rock,windows,0,Single-player;Steam Achievements;Steam Trading Cards;Steam Cloud,Casual;Indie;Simulation;Sports,Casual;Indie;Simulation,30,0,14.99,"Get ready for the awesome VR experience that is Summer Funland! Spectacular attractions and pure fun abound. A crazy rollercoaster, hilarious mini-games, an incredibly fast-paced motorcycle ride through Gotham, underwater voyage and space trip – Summer Funland will blow you away!",5928,Positive
Witch Hunt,2018-09-03,1,Andrii Vintsevych,Andrii Vintsevych,windows,0,Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud,Action;Adventure;Indie,Horror;Adventure;Indie,22,0,7.19,"Witch Hunt is a challenging horror themed hunting game that takes place in the 18th century. Main focus of the game is on exploration, non-linearity, and atmosphere.",32452,Positive
NEKOPARA Extra,2018-07-26,1,NEKO WORKs,Sekai Project,windows,0,Single-player;Steam Achievements;Steam Trading Cards;Steam Cloud,Casual;Indie,Anime;Visual Novel;Sexual Content,13,206,3.99,"About half a year before the opening of the patisserie, La Soleil where the catgirls work with Kashou. Back when Chocola and Vanilla were still kittens when they first arrived at the Minaduki household and before they opened up to the other catgirls.",59128,Very Positive
Card Hunter,2015-07-13,1,Blue Manchu,Blue Manchu,windows;mac,0,Single-player;Multi-player;Co-op;Cross-Platform Multiplayer;Steam Achievements;Steam Trading Cards;Captions available;Includes level editor,Free to Play;RPG;Strategy,Free to Play;Card Game;Board Game,50,655,0.0,Shuffle your cards and ready your dice - Card Hunter is a fresh new card gaming spin on classic tabletop RPGs. Battle your way through a massive campaign solo or with friends and compete with other players in ranked play and tournaments.,225990,Positive
Life is Strange 2,2018-09-26,1,DONTNOD Entertainment,Square Enix,windows,18,Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud,Adventure,Choices Matter;Story Rich;Adventure,46,325,6.49,"After a tragic incident, brothers Sean and Daniel Diaz run away from home. Fearing the police, and dealing with Daniel's new telekinetic power, the boys head to Mexico. Each stop on their journey brings new friends and new challenges.",216562,Positive
The Consuming Shadow,2015-11-20,1,Ben 'Yahtzee' Croshaw,Ben 'Yahtzee' Croshaw,windows,0,Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Stats,Adventure,Adventure;Lovecraftian;Survival Horror,95,0,6.99,"The Consuming Shadow is a procedural survival horror adventure in which you must explore the land, fight your way through randomly-generated dungeons and try to stay sane in your quest to save the world from the invading Ancients.",16678,Very Positive
The Withering,2015-12-18,1,CM Softworks,CM Softworks,windows,0,Single-player,Action;Adventure;Indie;RPG;Simulation;Strategy;Early Access,Early Access;Adventure;Zombies,0,0,7.19,Have you ever thought or imagined how our world would look like after an apocalyptic event? What would we do if some of us were to survive? What world would we live in and what challenges would we face? What would you do?,17794,Mixed
Dungeon Journey,2016-06-03,1,Carbomb Software;Nova Dimension,Nova Dimension,windows,0,Single-player;Steam Trading Cards;Steam Cloud,Action;Adventure;Casual;Indie;RPG;Simulation,Casual;RPG;Indie,0,296,1.59,Fight your way through thousands floors of dungeons. Get precious treasures and slay undead creatures of hell to make your character stronger.,10348,Mostly Positive
Command: Modern Air / Naval Operations WOTY,2014-09-26,1,WarfareSims,Slitherine Ltd.,windows,0,Single-player;Steam Workshop;Includes level editor,Simulation;Strategy,Simulation;Strategy;Naval,0,0,60.99,"Command: Modern Air/Naval Operations is the ultimate military simulator for modern military conflicts. Designed with a huge emphasis on detail, realism, accuracy and flexibility, Command allows you to simulate and direct any historical or hypothetical air or naval engagement from 1945, at any scale, including strategic nuclear war.",36144,Positive
The LEGO Movie 2 Videogame,2019-02-26,1,TT Games;Feral interactive (Mac),Warner Bros. Interactive Entertainment;Feral interactive (Mac),windows;mac,0,Single-player;Local Co-op;Steam Achievements;Full controller support,Adventure,Sandbox;Story Rich;LEGO,50,0,24.99,"Bricksburg is in ruins and Emmet's friends have been taken! Team up with Emmet and a host of heroic characters to save their friends from the strange inhabitants of the Systar System. Journey into outer space, discover new worlds, and test your Master Building skills.",4068,Mixed
Treasure Adventure World,2018-02-07,1,Robit Games,Chucklefish,windows,0,Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud;Stats,Adventure;Indie,Adventure;Indie;Platformer,27,0,6.99,"Set sail for adventure with a paper hat on your head and a magical shrinking boat in your pocket, in search of legendary treasures! Solve tricky puzzles, battle formidable foes, piece together clues and dig up secrets to uncover your own shrouded history as you explore this sprawling open world.",5472,Positive
Train Station Simulator,2017-12-14,1,Appliks Apps Studios,Appliks Apps Studios,windows;mac;linux,0,Single-player;Steam Achievements;Steam Trading Cards;Steam Cloud;Steam Leaderboards,Indie;Simulation;Strategy;Early Access,Early Access;Simulation;Strategy,32,0,14.49,Train Station Simulator is a station builder and manager game. Create and maintain your dream station! Ride the rails and operate your ultimate grand central empire!,7095,Mixed
Men of Valor,2016-02-09,1,2015,THQ Nordic,windows,0,Single-player;Multi-player,Action,Action;FPS;War,0,0,8.99,"Vietnam, 1965. You are Dean Shepard, a &quot;cherry&quot; to the 'Nam with zero war experience other than standard boot camp training at Parris Island, SC. Along with your platoon, you will fight the NVA and the Vietcong in true historic locales and battles.",11856,Mixed
Foreign Legion: Buckets of Blood,2009-08-04,1,Sakari Indie,Sakari Indie,windows;mac,0,Single-player;Steam Achievements;Partial Controller Support;Steam Cloud,Action;Indie,Action;Indie;Third Person,23,160,3.99,"Foreign Legion: Buckets of Blood is a cartoon-style third-person shooter. You take the role of a last-standing hard-boiled Legionnaire taking on an entire rebel army. A small campaign with various objectives, such as defending civilians, escorting a tourist bus and a mass-chicken-murder map.",23305,Mixed
Pro Gamer Manager 2,2017-10-05,1,Millenway,Millenway,windows;mac;linux,0,Single-player,Indie;Simulation;Sports;Strategy;Early Access,Early Access;Indie;Simulation,0,0,14.99,"Pro Gamer Manager 2 is an e-sport simulator game. Create, manage and compete with your own team of Pro Gamers. Conquer all obstacles and become the number one team in the world!",7181,Negative
Noitu Love 2: Devolution,2012-04-23,1,Joakim Sandberg,Joakim Sandberg,windows,0,Single-player;Steam Trading Cards;Steam Cloud,Action;Indie,Action;Indie;Pixel Graphics,0,219,3.99,"A century after the legendary boy Noitu Love saved the world from the evil Darns, they rise again, but in a chaos of time-bending mayhem!",39263,Very Positive
Dropsy,2015-09-10,1,Tendershoot;A Jolly Corpse,Devolver Digital,windows;mac;linux,0,Single-player,Adventure;Indie,Adventure;Point & Click;Indie,30,70,6.99,"Dropsy is a non-traditional take on the classic point and click adventure formula starring the game’s perpetually carefree namesake clown as he explores a richly detailed world full of colorful characters and sinister secrets, doling out hugs along the way.",76756,Very Positive
"Warhammer 40,000: Inquisitor - Martyr",2018-06-05,1,NeocoreGames,NeocoreGames,windows,0,Single-player;Multi-player;Online Multi-Player;Co-op;Online Co-op;Steam Achievements;Full controller support;Steam Trading Cards,Action;Adventure;Indie;RPG,Warhammer 40K;RPG;Action,14,1034,33.99,Enter the Chaos-infested Caligari Sector and purge the unclean with the most powerful agents of the Imperium of Man! W40k: Inquisitor – Martyr is a grim Action-RPG featuring multiple classes of the Inquisition who will carry out the Emperor’s will.,201514,Mixed
The Journey Down: Chapter One,2013-01-09,1,SkyGoblin,SkyGoblin,windows;mac;linux,0,Single-player;Steam Trading Cards,Adventure;Indie,Adventure;Point & Click;Indie,0,303,5.99,"The first chapter in the three-part The Journey Down saga, a classic point-and-click series with an Afro-Caribbean twist. Get ready to embark on an epic journey of laughs and brain-teasing adventure!",81449,Positive
The Fall of the Dungeon Guardians - Enhanced Edition,2015-11-06,1,Mana Games,Mana Games,windows;mac;linux,0,Single-player;Steam Achievements;Steam Trading Cards;Steam Workshop;Steam Cloud;Stats;Includes level editor,Indie;RPG;Strategy,RPG;Dungeon Crawler;Grid-Based Movement,45,0,14.99,"In this tactical combat &amp; dungeon crawler mash-up, explore a massive dungeon, full of danger, mystery and secrets. Fight your way through hordes of enemies and powerful creatures, with your tank, healer &amp; damage dealers party.",25916,Positive
Trouble In The Manor,2015-11-17,1,Charyb Games,Charyb Games,windows,0,Multi-player;Cross-Platform Multiplayer;Steam Achievements;Steam Trading Cards,Action;Casual;Indie,Casual;Action;Indie,21,268,0.79,"Trouble In The Manor is an online multiplayer game which takes place in a spooky far away manor. You are designated one of three roles upon each round: innocent, bloodhound, or murderer.",19158,Negative
StarBreak,2016-05-10,1,Crunchy Games,Crunchy Games,windows;mac;linux,0,Multi-player;MMO;Co-op;Cross-Platform Multiplayer;Steam Achievements;Full controller support;In-App Purchases,Action;Free to Play;Indie;Massively Multiplayer,Free to Play;Action;Massively Multiplayer,84,54,0.0,"StarBreak is a unique skill-based action platformer MMO where you explore strange sci-fi worlds alongside dozens of other players, kill legions of dangerous aliens and fight epic boss battles.",49348,Mostly Positive
Tales From Space: Mutant Blobs Attack,2012-08-15,1,DrinkBox Studios,DrinkBox Studios,windows;mac;linux,0,Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud;Steam Leaderboards,Action;Indie,Indie;Platformer;Action,14,183,7.19,A sci-fi puzzle-platformer of cataclysmic proportions! You’re an ill-tempered blob that grows in size by swallowing everything in its path. Evolve from a tiny captive into a world-eating giant. Use your mutant blob powers to devour the pathetic humans and all of civilization!,47479,Positive
Paratopic,2018-09-06,1,Arbitrary Metric,Arbitrary Metric,windows;mac;linux,0,Single-player;Steam Achievements;Full controller support;Captions available,Adventure;Indie,Indie;Surreal;Horror,20,0,4.79,"Smuggle contraband VHS tapes across the border. Discover the remnants of illicit industry. Prepare for an assassination. This is Paratopic, an atmospheric retro-3D horror adventure through a cursed fever dream.",10602,Mostly Positive
